image_id,label,filename,set,uid,record_id,label_predicted,score_predicted,e_0,e_1,in_test,label_true,labeled,color_prob,color_class,label_undetermined,scores_predicted,label_possible,score_possible,entropy,al_measure,most_needed,fre,incorrect_score,double_checked,dp_is_ldp,dp_depth,dp_depth_alt,dp_parent,display_order,num_children,dp_cluster,num_children_alt,dp_cluster_color,dp_most_needed,direct_most_needed,score_true,color_fre
RMNH_MOL_318404,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_318404.jpg,,RMNH_MOL_318404,RMNH_MOL_318404R,Shell,1.0,-13.720251,10.914814,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9210786021584392,0.61,0,0,18262,18,5834,1612,2,45.0,1,#40bd72,66.0,18272,,#d8e219
RMNH_MOL_130613,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_130613.jpg,,RMNH_MOL_130613,RMNH_MOL_130613R,Shell,1.0,-18.888357,11.113947,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,15,178,16835,4,24.0,2,#2d718e,66.0,18272,,#440154
RMNH_MOL_183030_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_183030_1.jpg,,RMNH_MOL_183030_1,RMNH_MOL_183030_1R,Shell,1.0,-3.2867985,-16.85392,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18270,9,17240,3785,3,1.0,1,#450559,66.0,18272,,#440154
RMNH_MOL_223930,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_223930.jpg,,RMNH_MOL_223930,RMNH_MOL_223930R,Shell,1.0,-12.335904,11.7018795,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9340468504554644,0.61,0,0,18265,14,7577,2076,8,4.0,2,#481769,66.0,18272,,#e5e419
RMNH_MOL_216532_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_216532_1.jpg,,RMNH_MOL_216532_1,RMNH_MOL_216532_1R,Label only,1.0,-2.1834621,-17.737324,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.8790193940587698,0.61,0,0,18275,17,11020,8295,2,10.0,1,#453581,66.0,18272,,#bddf26
RMNH_MOL_152175_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_152175_1.jpg,,RMNH_MOL_152175_1,RMNH_MOL_152175_1R,Shell,1.0,-7.100115,-14.990264,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,10,15178,16829,2,1.0,1,#450559,66.0,18272,,#440154
ZMA_MOLL_46748,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_46748.jpg,,ZMA_MOLL_46748,ZMA_MOLL_46748R,Shell,1.0,-14.692834,17.507828,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9274272005140868,0.61,0,0,18278,16,16187,16830,0,34.0,0,#1f958b,66.0,18272,,#dfe318
RMNH_MOL_208943,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_208943.jpg,,RMNH_MOL_208943,RMNH_MOL_208943R,Shell,1.0,-8.258259,7.62994,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.8995688331626288,0.61,0,0,18274,19,16367,6445,0,4.0,0,#481769,66.0,18272,,#cae11f
RMNH_MOL_313633_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_313633_1.jpg,,RMNH_MOL_313633_1,RMNH_MOL_313633_1R,Label only,1.0,-4.017148,-19.010136,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.9236399506342464,0.61,0,0,18261,9,640,1499,2,1.0,1,#450559,66.0,18272,,#dfe318
RMNH_MOL_134916,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_134916.jpg,,RMNH_MOL_134916,RMNH_MOL_134916R,Shell,1.0,-16.48956,16.499607,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9457136649687888,0.61,0,0,18278,13,14025,16831,7,4.0,2,#481769,66.0,18272,,#ece51b
RMNH_MOL_171471,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_171471.jpg,,RMNH_MOL_171471,RMNH_MOL_171471R,Shell,1.0,-8.10717,15.794823,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.947930371501224,0.61,0,0,18278,14,11709,16832,59,0.0,3,#440154,66.0,18272,,#ece51b
RMNH_MOL_313933,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_313933.jpg,,RMNH_MOL_313933,RMNH_MOL_313933R,Shell,1.0,-12.969477,13.356548,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18273,15,9548,6273,8,11.0,1,#443a83,66.0,18272,,#440154
RMNH_MOL_211148,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_211148.jpg,,RMNH_MOL_211148,RMNH_MOL_211148R,Shell,1.0,-10.440806,12.796425,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,13,10623,16833,0,8.0,0,#472c7a,66.0,18272,,#440154
RMNH_MOL_186419,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_186419.jpg,,RMNH_MOL_186419,RMNH_MOL_186419R,Shell,1.0,-15.209642,16.833138,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,13,7541,16826,0,3.0,0,#471164,66.0,18272,,#440154
RMNH_MOL_220097_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_220097_1.jpg,,RMNH_MOL_220097_1,RMNH_MOL_220097_1R,Label only,1.0,-1.5017166,-19.462206,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.9194487155287742,0.61,0,0,18276,13,8102,10397,5,2.0,1,#460b5e,66.0,18272,,#d8e219
ZMA_MOLL_46503,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_46503.jpg,,ZMA_MOLL_46503,ZMA_MOLL_46503R,Shell,1.0,-14.956188,12.810974,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9554258147809216,0.61,0,0,18278,16,15291,16827,3,36.0,1,#1e9d89,66.0,18272,,#f1e51d
RMNH_MOL_175804,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_175804.jpg,,RMNH_MOL_175804,RMNH_MOL_175804R,Shell,1.0,-7.620846,9.635422,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18273,19,15654,6274,4,4.0,1,#481769,66.0,18272,,#440154
RMNH_MOL_223653,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_223653.jpg,,RMNH_MOL_223653,RMNH_MOL_223653R,Shell,1.0,-12.959685,16.884941,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9685241897147476,0.61,0,0,18275,12,14000,8296,0,4.0,0,#481769,66.0,18272,,#f8e621
RMNH_MOL_322503_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_322503_1.jpg,,RMNH_MOL_322503_1,RMNH_MOL_322503_1R,Label only,0.860556772498569,-0.83309364,-16.993742,0,,0,#a2da37,#393b79,,0.86,Shell,0.14,0.5827788153424363,18272,66.0,0.6578454743341923,0.61,0,0,18278,19,5785,16828,3,1.0,1,#450559,66.0,18272,,#37b878
ZMA_MOLL_102368,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_102368.jpg,,ZMA_MOLL_102368,ZMA_MOLL_102368R,Shell,1.0,-16.405914,14.817841,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9487420027756184,0.61,0,0,18276,13,2048,10398,11,29.0,3,#25838e,66.0,18272,,#ece51b
RMNH_MOL_211378,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_211378.jpg,,RMNH_MOL_211378,RMNH_MOL_211378R,,0.052763406,-8.593147,15.741287,0,,0,#471365,#AAAAAA,,,,,-inf,18272,66.0,0.0,0.61,0,0,18271,12,3490,4314,21,16.0,1,#3b518b,66.0,18272,,#440154
RMNH_MOL_310973_2,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_310973_2.jpg,,RMNH_MOL_310973_2,RMNH_MOL_310973_2R,Shell,1.0,-14.787234,6.3052387,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18270,8,16256,3783,0,52.0,0,#7ad151,66.0,18272,,#440154
RMNH_MOL_234258,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_234258.jpg,,RMNH_MOL_234258,RMNH_MOL_234258R,Shell,1.0,-12.000512,9.497211,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,15,8700,16823,6,55.0,1,#98d83e,66.0,18272,,#440154
RMNH_MOL_184555,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_184555.jpg,,RMNH_MOL_184555,RMNH_MOL_184555R,Shell,1.0,-15.668808,18.543541,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9240964206792934,0.61,0,0,18276,8,8915,10394,3,57.0,1,#addc30,66.0,18272,,#dfe318
ZMA_MOLL_97346,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_97346.jpg,,ZMA_MOLL_97346,ZMA_MOLL_97346R,Shell,1.0,-11.195163,18.077736,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9223675634730926,0.61,0,0,18278,23,15293,16824,26,9.0,2,#46307e,66.0,18272,,#d8e219
RMNH_MOL_176859,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_176859.jpg,,RMNH_MOL_176859,RMNH_MOL_176859R,Shell,1.0,-8.150845,7.738804,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18272,16,1008,5364,2,0.0,1,#440154,66.0,18272,,#440154
RMNH_MOL_218108,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_218108.jpg,,RMNH_MOL_218108,RMNH_MOL_218108R,Shell,1.0,-16.651651,10.704176,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9000404208446555,0.61,0,0,18276,13,5288,10395,3,4.0,1,#481769,66.0,18272,,#cae11f
ZMA_MOLL_38657,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_38657.jpg,,ZMA_MOLL_38657,ZMA_MOLL_38657R,Shell,1.0,-13.570993,15.202988,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,10,17852,16825,4,5.0,2,#481c6e,66.0,18272,,#440154
RMNH_MOL_173009_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_173009_1.jpg,,RMNH_MOL_173009_1,RMNH_MOL_173009_1R,Label only,1.0,-4.026045,-18.976807,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,10,2730,10396,13,2.0,2,#460b5e,66.0,18272,,#440154
ZMA_MOLL_154766,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_154766.jpg,,ZMA_MOLL_154766,ZMA_MOLL_154766R,Shell,1.0,-7.325431,10.857504,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,20,18234,16819,4,19.0,2,#365d8d,66.0,18272,,#440154
RMNH_MOL_219614,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_219614.jpg,,RMNH_MOL_219614,RMNH_MOL_219614R,Shell,1.0,-10.332262,15.831715,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,15,6460,16820,2,41.0,1,#29af7f,66.0,18272,,#440154
RMNH_MOL_232232_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_232232_1.jpg,,RMNH_MOL_232232_1,RMNH_MOL_232232_1R,Label only,1.0,-1.4294472,-17.334215,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.8477557413090943,0.61,0,0,18258,12,8391,1216,2,10.0,1,#453581,66.0,18272,,#a8db34
ZMA_MOLL_346334,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_346334.jpg,,ZMA_MOLL_346334,ZMA_MOLL_346334R,Shell,1.0,-9.75904,17.470486,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,1,18168,14,9864,166,0,9.0,0,#46307e,66.0,18272,,#440154
ZMA_MOLL_28778,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_28778.jpg,,ZMA_MOLL_28778,ZMA_MOLL_28778R,Shell,1.0,-18.012718,15.343834,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,13,16584,16821,0,34.0,0,#1f958b,66.0,18272,,#440154
RMNH_MOL_318315,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_318315.jpg,,RMNH_MOL_318315,RMNH_MOL_318315R,Shell,1.0,-8.723487,14.602245,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18270,9,16239,3841,3,4.0,1,#481769,66.0,18272,,#440154
ZMA_MOLL_44936,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_44936.jpg,,ZMA_MOLL_44936,ZMA_MOLL_44936R,Shell,1.0,-16.142212,15.876656,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9660767006510104,0.61,0,0,18273,12,8489,6290,7,0.0,2,#440154,66.0,18272,,#f8e621
RMNH_MOL_224149,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_224149.jpg,,RMNH_MOL_224149,RMNH_MOL_224149R,Shell,1.0,-7.0934916,9.036114,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.8679365198983149,0.61,0,0,18278,14,13146,16822,0,3.0,0,#471164,66.0,18272,,#b5de2b
RMNH_MOL_133040,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_133040.jpg,,RMNH_MOL_133040,RMNH_MOL_133040R,Shell,1.0,-7.699522,16.227875,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9460476090494476,0.61,0,0,18275,14,12534,8345,3,43.0,1,#34b679,66.0,18272,,#ece51b
ZMA_MOLL_164511,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_164511.jpg,,ZMA_MOLL_164511,ZMA_MOLL_164511R,Shell,1.0,-13.23712,12.171051,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18275,15,17854,8346,17,23.0,2,#2e6d8e,66.0,18272,,#440154
ZMA_MOLL_47768,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_47768.jpg,,ZMA_MOLL_47768,ZMA_MOLL_47768R,Shell,1.0,-9.557531,10.988621,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9544154359678728,0.61,0,0,18276,10,16794,10359,22,8.0,1,#472c7a,66.0,18272,,#f1e51d
RMNH_MOL_219619,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_219619.jpg,,RMNH_MOL_219619,RMNH_MOL_219619R,Shell,1.0,-8.974216,12.517342,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.963912107833206,0.61,0,0,18278,21,16339,16816,0,7.0,0,#482677,66.0,18272,,#f8e621
RMNH_MOL_186003,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_186003.jpg,,RMNH_MOL_186003,RMNH_MOL_186003R,Shell,1.0,-14.408235,9.97776,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18270,14,6772,3826,0,12.0,0,#423f85,66.0,18272,,#440154
ZMA_MOLL_225513_1,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_225513_1.jpg,,ZMA_MOLL_225513_1,ZMA_MOLL_225513_1R,Shell,1.0,-7.89102,12.392048,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,15,53,16817,20,60.0,2,#cde11d,66.0,18272,,#440154
RMNH_MOL_179380_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_179380_1.jpg,,RMNH_MOL_179380_1,RMNH_MOL_179380_1R,Label only,1.0,-8.476837,-14.1177845,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.8346332306130173,0.61,0,0,18276,11,529,10393,0,17.0,0,#3a548c,66.0,18272,,#9bd93c
RMNH_MOL_177839_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_177839_1.jpg,,RMNH_MOL_177839_1,RMNH_MOL_177839_1R,Label only,1.0,-1.4703541,-18.888542,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,12,6550,16818,3,1.0,1,#450559,66.0,18272,,#440154
ZMA_MOLL_96019,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_96019.jpg,,ZMA_MOLL_96019,ZMA_MOLL_96019R,Shell,1.0,-14.396408,11.518509,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18272,12,10461,5341,5,5.0,2,#481c6e,66.0,18272,,#440154
RMNH_MOL_313433,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_313433.jpg,,RMNH_MOL_313433,RMNH_MOL_313433R,Shell,1.0,-9.661119,13.082993,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9512344708552496,0.61,0,0,18272,17,2915,5342,0,1.0,0,#450559,66.0,18272,,#ece51b
ZMA_MOLL_28709,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_28709.jpg,,ZMA_MOLL_28709,ZMA_MOLL_28709R,Shell,1.0,-10.251589,14.34071,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.93982687721876,0.61,0,0,18278,13,13630,16813,2,2.0,1,#460b5e,66.0,18272,,#e5e419
RMNH_MOL_184493,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_184493.jpg,,RMNH_MOL_184493,RMNH_MOL_184493R,Shell,1.0,-11.152971,15.335289,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18272,12,17654,5343,5,11.0,2,#443a83,66.0,18272,,#440154
ZMA_MOLL_347614,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_347614.jpg,,ZMA_MOLL_347614,ZMA_MOLL_347614R,Shell,1.0,-11.641144,9.112019,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.924184425528009,0.61,0,0,18278,15,17783,16814,0,12.0,0,#423f85,66.0,18272,,#dfe318
ZMA_MOLL_49510,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_49510.jpg,,ZMA_MOLL_49510,ZMA_MOLL_49510R,Shell,1.0,-10.252802,14.120766,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18256,9,3671,1050,5,60.0,2,#cde11d,66.0,18272,,#440154
RMNH_MOL_178616,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_178616.jpg,,RMNH_MOL_178616,RMNH_MOL_178616R,Shell,1.0,-14.358887,11.383762,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,14,13845,16815,2,47.0,1,#50c46a,66.0,18272,,#440154
RMNH_MOL_191810,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_191810.jpg,,RMNH_MOL_191810,RMNH_MOL_191810R,Shell,1.0,-11.225835,8.767393,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18274,10,2396,6513,3,4.0,1,#481769,66.0,18272,,#440154
RMNH_MOL_220204,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_220204.jpg,,RMNH_MOL_220204,RMNH_MOL_220204R,,0.05444689,-9.673776,11.639463,0,,0,#471365,#AAAAAA,,,,,-inf,18272,66.0,0.0,0.61,0,0,18278,21,6100,16798,2,7.0,1,#482677,66.0,18272,,#440154
ZMA_MOLL_47834,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_47834.jpg,,ZMA_MOLL_47834,ZMA_MOLL_47834R,Shell,1.0,-13.1248,16.940521,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,17,13788,10367,0,0.0,0,#440154,66.0,18272,,#440154
RMNH_MOL_347885_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_347885_1.jpg,,RMNH_MOL_347885_1,RMNH_MOL_347885_1R,Shell,1.0,-6.7251663,-15.469701,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,18,13082,16799,0,1.0,0,#450559,66.0,18272,,#440154
RMNH_MOL_170466,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_170466.jpg,,RMNH_MOL_170466,RMNH_MOL_170466R,Shell,1.0,-8.441799,11.732811,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9624950065479624,0.61,0,0,18278,18,5878,16800,8,2.0,3,#460b5e,66.0,18272,,#f8e621
ZMA_MOLL_2508872,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_2508872.jpg,,ZMA_MOLL_2508872,ZMA_MOLL_2508872R,Slide,1.0,17.38686,9.860296,0,,0,#fde725,#e7ba52,,1.0,,,-0.0,18272,66.0,0.9166825004707728,0.61,0,0,18273,6,13177,6185,0,56.0,0,#a2da37,66.0,18272,,#d8e219
RMNH_MOL_149662,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_149662.jpg,,RMNH_MOL_149662,RMNH_MOL_149662R,Shell,1.0,-13.007014,16.76255,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18274,12,17404,6582,2,12.0,1,#423f85,66.0,18272,,#440154
RMNH_MOL_230031,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_230031.jpg,,RMNH_MOL_230031,RMNH_MOL_230031R,Shell,1.0,-12.75418,12.788765,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9694316497311928,0.61,0,0,18276,14,5308,10368,4,0.0,2,#440154,66.0,18272,,#f8e621
RMNH_MOL_221840_1_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_221840_1_1.jpg,,RMNH_MOL_221840_1_1,RMNH_MOL_221840_1_1R,Label only,1.0,-2.9254246,-17.205029,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.8661465224814273,0.61,0,0,18255,8,11851,1001,0,17.0,0,#3a548c,66.0,18272,,#b5de2b
RMNH_MOL_318191_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_318191_1.jpg,,RMNH_MOL_318191_1,RMNH_MOL_318191_1R,Shell,1.0,-15.306475,16.812775,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.916845719609342,0.61,0,0,18273,11,7683,6186,7,38.0,1,#20a486,66.0,18272,,#d8e219
RMNH_MOL_224462,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_224462.jpg,,RMNH_MOL_224462,RMNH_MOL_224462R,Shell,1.0,-9.15289,11.374287,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,20,9545,16796,7,5.0,2,#481c6e,66.0,18272,,#440154
ZMA_MOLL_28166,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_28166.jpg,,ZMA_MOLL_28166,ZMA_MOLL_28166R,Shell,1.0,-16.86658,12.365814,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,22,8153,10369,2,19.0,1,#365d8d,66.0,18272,,#440154
RMNH_MOL_236786_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_236786_1.jpg,,RMNH_MOL_236786_1,RMNH_MOL_236786_1R,Label only,1.0,-3.784113,-13.80766,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.3475225200892133,0.61,0,0,18272,15,1123,5307,17,1.0,2,#450559,66.0,18272,,#2f6c8e
RMNH_MOL_178628,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_178628.jpg,,RMNH_MOL_178628,RMNH_MOL_178628R,Shell,1.0,-10.50804,9.590261,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18272,12,2320,5308,0,43.0,0,#34b679,66.0,18272,,#440154
RMNH_MOL_218667,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_218667.jpg,,RMNH_MOL_218667,RMNH_MOL_218667R,Shell,1.0,-9.166442,11.867752,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,17,7773,10377,4,7.0,2,#482677,66.0,18272,,#440154
ZMA_MOLL_57091,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_57091.jpg,,ZMA_MOLL_57091,ZMA_MOLL_57091R,Shell,1.0,-15.514709,15.005291,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9670946243312412,0.61,0,0,18273,9,13141,6158,0,26.0,0,#2a788e,66.0,18272,,#f8e621
RMNH_MOL_219507,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_219507.jpg,,RMNH_MOL_219507,RMNH_MOL_219507R,Shell,1.0,-10.459571,11.729383,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9513690898131169,0.61,0,0,18278,16,18052,16797,3,4.0,1,#481769,66.0,18272,,#ece51b
RMNH_MOL_228748_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_228748_1.jpg,,RMNH_MOL_228748_1,RMNH_MOL_228748_1R,Shell,1.0,-7.0299234,-14.782172,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,12,11440,10378,7,1.0,3,#450559,66.0,18272,,#440154
ZMA_MOLL_49884,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_49884.jpg,,ZMA_MOLL_49884,ZMA_MOLL_49884R,Shell,1.0,-15.457068,11.427921,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9351161400602356,0.61,0,0,18278,14,13416,16792,4,22.0,1,#30698e,66.0,18272,,#e5e419
RMNH_MOL_219303_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_219303_1.jpg,,RMNH_MOL_219303_1,RMNH_MOL_219303_1R,Label only,1.0,-3.8973103,-18.934406,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.9362392203268186,0.61,0,0,18278,13,4761,16793,3,1.0,1,#450559,66.0,18272,,#e5e419
RMNH_MOL_318480_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_318480_1.jpg,,RMNH_MOL_318480_1,RMNH_MOL_318480_1R,Shell,1.0,-5.161888,-18.051409,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18273,9,8861,6200,14,6.0,2,#482173,66.0,18272,,#440154
