image_id,label,filename,set,uid,record_id,label_predicted,score_predicted,e_0,e_1,in_test,label_true,labeled,color_prob,color_class,dp_is_ldp,dp_depth,dp_depth_alt,dp_parent,display_order
341_20220911124522,"0,1",/mnt/big/indeed/diopsis_quality/images/341_20220911124522.jpg,,341_20220911124522,341_20220911124522R,,0.0,-3.5796413,-7.1313276,0,,0,#440154,#AAAAAA,0,68466,13,856,42575
251_20230423224409,"0,1",/mnt/big/indeed/diopsis_quality/images/251_20230423224409.jpg,,251_20230423224409,251_20230423224409R,,0.0,-0.028799057,5.097786,0,,0,#440154,#AAAAAA,0,68466,17,5308,42576
210_20230915235021,"0,1",/mnt/big/indeed/diopsis_quality/images/210_20230915235021.jpg,,210_20230915235021,210_20230915235021R,,0.0,-6.7620173,2.1179085,0,,0,#440154,#AAAAAA,0,68443,11,10072,3707
319_20230810221953,"0,1",/mnt/big/indeed/diopsis_quality/images/319_20230810221953.jpg,,319_20230810221953,319_20230810221953R,,0.0005626354,-1.8027763,4.431822,0,,0,#440154,#AAAAAA,0,68461,14,50389,16413
383_20240830223129,"0,1",/mnt/big/indeed/diopsis_quality/images/383_20240830223129.jpg,,383_20240830223129,383_20240830223129R,,0.0,6.582327,0.13933945,0,,0,#440154,#AAAAAA,0,68462,12,64608,20394
208_20240813035846,"0,1",/mnt/big/indeed/diopsis_quality/images/208_20240813035846.jpg,,208_20240813035846,208_20240813035846R,,0.03826845,2.9078388,11.75165,0,,0,#460b5e,#AAAAAA,0,68456,27,65155,9761
365_20230715131039,"0,1",/mnt/big/indeed/diopsis_quality/images/365_20230715131039.jpg,,365_20230715131039,365_20230715131039R,,0.0,-2.0433884,-13.302864,0,,0,#440154,#AAAAAA,0,68447,14,66372,4512
362_20230831104608,"0,1",/mnt/big/indeed/diopsis_quality/images/362_20230831104608.jpg,,362_20230831104608,362_20230831104608R,,0.0,0.4243679,-5.1208105,0,,0,#440154,#AAAAAA,0,68462,13,13739,20343
295_20240902063921,"0,1",/mnt/big/indeed/diopsis_quality/images/295_20240902063921.jpg,,295_20240902063921,295_20240902063921R,,0.0,1.7580967,4.7874756,0,,0,#440154,#AAAAAA,0,68462,12,13814,20344
351_20221102114340,"0,1",/mnt/big/indeed/diopsis_quality/images/351_20221102114340.jpg,,351_20221102114340,351_20221102114340R,,0.0,-4.6334343,-3.283409,0,,0,#440154,#AAAAAA,0,68466,10,3561,42584
285_20230519033313,"0,1",/mnt/big/indeed/diopsis_quality/images/285_20230519033313.jpg,,285_20230519033313,285_20230519033313R,,0.0037460504,1.5000572,6.0397053,0,,0,#440154,#AAAAAA,0,68463,20,2212,21476
313_20210819032144,"0,1",/mnt/big/indeed/diopsis_quality/images/313_20210819032144.jpg,,313_20210819032144,313_20210819032144R,,0.01180192,0.19698334,7.671322,0,,0,#450457,#AAAAAA,0,68466,17,32427,42585
270_20210922093628,"0,1",/mnt/big/indeed/diopsis_quality/images/270_20210922093628.jpg,,270_20210922093628,270_20210922093628R,,0.0,-2.145485,-4.944849,1,,0,#440154,#AAAAAA,0,68464,14,37637,25340
290_20211001100426,"0,1",/mnt/big/indeed/diopsis_quality/images/290_20211001100426.jpg,,290_20211001100426,290_20211001100426R,,0.0,-3.1882,-9.441919,0,,0,#440154,#AAAAAA,0,68463,32,63696,21474
282_20230909211829,"0,1",/mnt/big/indeed/diopsis_quality/images/282_20230909211829.jpg,,282_20230909211829,282_20230909211829R,,0.0,0.6914139,7.436035,0,,0,#440154,#AAAAAA,0,68462,20,68274,20341
235_20240619175329,"0,1",/mnt/big/indeed/diopsis_quality/images/235_20240619175329.jpg,,235_20240619175329,235_20240619175329R,,0.0,9.2814045,-11.3071995,0,,0,#440154,#AAAAAA,0,68463,15,39286,21475
272_20220603042354,"0,1",/mnt/big/indeed/diopsis_quality/images/272_20220603042354.jpg,,272_20220603042354,272_20220603042354R,,0.0010915002,9.405693,10.610397,1,,0,#440154,#AAAAAA,0,68468,17,51300,47828
360_20240821190628,"0,1",/mnt/big/indeed/diopsis_quality/images/360_20240821190628.jpg,,360_20240821190628,360_20240821190628R,,0.0,-0.532135,-7.7772903,1,,0,#440154,#AAAAAA,0,68466,15,17313,42640
227_20230610023323,"0,1",/mnt/big/indeed/diopsis_quality/images/227_20230610023323.jpg,,227_20230610023323,227_20230610023323R,,0.0,-7.5928802,0.5067558,0,,0,#440154,#AAAAAA,0,68454,9,24726,8178
307_20211013150207,"0,1",/mnt/big/indeed/diopsis_quality/images/307_20211013150207.jpg,,307_20211013150207,307_20211013150207R,,0.0,-4.030895,-3.9675274,0,,0,#440154,#AAAAAA,0,68465,11,6447,30549
238_20230612120154,"0,1",/mnt/big/indeed/diopsis_quality/images/238_20230612120154.jpg,,238_20230612120154,238_20230612120154R,,0.0,-4.088764,-3.7016678,0,,0,#440154,#AAAAAA,0,68466,13,53842,42641
335_20230728015928,"0,1",/mnt/big/indeed/diopsis_quality/images/335_20230728015928.jpg,,335_20230728015928,335_20230728015928R,,0.020003961,13.159481,1.9500179,0,,0,#46085c,#AAAAAA,1,68425,10,26394,1609
347_20230614182249,"0,1",/mnt/big/indeed/diopsis_quality/images/347_20230614182249.jpg,,347_20230614182249,347_20230614182249R,,0.0,2.2278824,-5.817853,0,,0,#440154,#AAAAAA,0,68464,9,6413,25298
367_20220601182225,"0,1",/mnt/big/indeed/diopsis_quality/images/367_20220601182225.jpg,,367_20220601182225,367_20220601182225R,,0.0,5.5254517,15.48296,0,,0,#440154,#AAAAAA,0,68468,27,51111,47826
217_20240330120609,"0,1",/mnt/big/indeed/diopsis_quality/images/217_20240330120609.jpg,,217_20240330120609,217_20240330120609R,,0.005601306,-13.046383,3.148735,0,,0,#440154,#AAAAAA,0,68438,13,42176,2666
284_20220116195433,"0,1",/mnt/big/indeed/diopsis_quality/images/284_20220116195433.jpg,,284_20220116195433,284_20220116195433R,,0.043688357,19.998566,0.33442497,0,,0,#471063,#AAAAAA,0,68468,31,17582,47827
322_20220618041414,"0,1",/mnt/big/indeed/diopsis_quality/images/322_20220618041414.jpg,,322_20220618041414,322_20220618041414R,,0.0046782973,-2.093567,6.7747917,0,,0,#440154,#AAAAAA,0,68463,18,14080,21477
296_20230615182005,"0,1",/mnt/big/indeed/diopsis_quality/images/296_20230615182005.jpg,,296_20230615182005,296_20230615182005R,,0.0,-0.058652878,-4.0905,0,,0,#440154,#AAAAAA,0,68451,12,31302,6303
263_20230829010941,"0,1",/mnt/big/indeed/diopsis_quality/images/263_20230829010941.jpg,,263_20230829010941,263_20230829010941R,,0.0007096254,0.14149857,6.469164,0,,0,#440154,#AAAAAA,0,68464,20,7800,25299
304_20210830153040,"0,1",/mnt/big/indeed/diopsis_quality/images/304_20210830153040.jpg,,304_20210830153040,304_20210830153040R,,0.0,-3.2273178,-9.111222,0,,0,#440154,#AAAAAA,0,68461,19,65505,16443
264_20220530222540,"0,1",/mnt/big/indeed/diopsis_quality/images/264_20220530222540.jpg,,264_20220530222540,264_20220530222540R,,0.007951921,1.5718803,5.7348843,0,,0,#440154,#AAAAAA,0,68460,11,11870,14489
224_20230608040005,"0,1",/mnt/big/indeed/diopsis_quality/images/224_20230608040005.jpg,,224_20230608040005,224_20230608040005R,,0.0,-6.870698,5.6173115,0,,0,#440154,#AAAAAA,0,68438,9,36149,2667
317_20221008085813,"0,1",/mnt/big/indeed/diopsis_quality/images/317_20221008085813.jpg,,317_20221008085813,317_20221008085813R,,0.0,-1.2149601,-7.3539524,0,,0,#440154,#AAAAAA,0,68463,17,26951,21520
222_20230615230837,"0,1",/mnt/big/indeed/diopsis_quality/images/222_20230615230837.jpg,,222_20230615230837,222_20230615230837R,,0.0,-11.38023,-1.7152805,0,,0,#440154,#AAAAAA,0,68459,18,18090,13332
309_20210815225014,"0,1",/mnt/big/indeed/diopsis_quality/images/309_20210815225014.jpg,,309_20210815225014,309_20210815225014R,,0.0,0.46390724,2.2024078,0,,0,#440154,#AAAAAA,0,68463,6,11932,21521
317_20220311134657,"0,1",/mnt/big/indeed/diopsis_quality/images/317_20220311134657.jpg,,317_20220311134657,317_20220311134657R,,0.019090062,10.849213,6.0305176,0,,0,#450457,#AAAAAA,0,68464,16,12706,25297
280_20210816084605,"0,1",/mnt/big/indeed/diopsis_quality/images/280_20210816084605.jpg,,280_20210816084605,280_20210816084605R,,0.0,-0.27638245,-10.704094,0,,0,#440154,#AAAAAA,0,68465,22,53589,30569
319_20220529120252,"0,1",/mnt/big/indeed/diopsis_quality/images/319_20220529120252.jpg,,319_20220529120252,319_20220529120252R,,0.0,-11.685282,11.903517,0,,0,#440154,#AAAAAA,0,68468,18,28274,47832
391_20220724202531,"0,1",/mnt/big/indeed/diopsis_quality/images/391_20220724202531.jpg,,391_20220724202531,391_20220724202531R,,0.0004591944,6.8837166,3.05583,0,,0,#440154,#AAAAAA,0,68466,11,42174,42700
355_20230605232250,"0,1",/mnt/big/indeed/diopsis_quality/images/355_20230605232250.jpg,,355_20230605232250,355_20230605232250R,,0.0,-3.598463,5.7045383,1,,0,#440154,#AAAAAA,1,68443,15,65240,3499
365_20230702135906,"0,1",/mnt/big/indeed/diopsis_quality/images/365_20230702135906.jpg,,365_20230702135906,365_20230702135906R,,0.0,-1.642395,-13.227329,0,,0,#440154,#AAAAAA,0,68466,25,35322,42701
266_20240819170956,"0,1",/mnt/big/indeed/diopsis_quality/images/266_20240819170956.jpg,,266_20240819170956,266_20240819170956R,,0.0,-1.884634,-4.9606743,0,,0,#440154,#AAAAAA,0,68466,14,62679,42702
253_20210823132955,"0,1",/mnt/big/indeed/diopsis_quality/images/253_20210823132955.jpg,,253_20210823132955,253_20210823132955R,,0.0,-1.2631397,-5.526903,0,,0,#440154,#AAAAAA,0,68428,18,35241,1805
273_20210906233015,"0,1",/mnt/big/indeed/diopsis_quality/images/273_20210906233015.jpg,,273_20210906233015,273_20210906233015R,,0.0,0.26163864,3.7143593,0,,0,#440154,#AAAAAA,0,68465,16,54676,30568
376_20230824144329,"0,1",/mnt/big/indeed/diopsis_quality/images/376_20230824144329.jpg,,376_20230824144329,376_20230824144329R,,0.0,-2.0674343,-8.186888,0,,0,#440154,#AAAAAA,0,68454,17,28881,8166
209_20210807190507,"0,1",/mnt/big/indeed/diopsis_quality/images/209_20210807190507.jpg,,209_20210807190507,209_20210807190507R,,0.0,-5.6367855,-9.832521,0,,0,#440154,#AAAAAA,0,68461,16,26013,16590
300_20240428113143,"0,1",/mnt/big/indeed/diopsis_quality/images/300_20240428113143.jpg,,300_20240428113143,300_20240428113143R,,0.0032273356,-0.88611984,12.066273,0,,0,#440154,#AAAAAA,0,68468,17,19222,47785
293_20210906081748,"0,1",/mnt/big/indeed/diopsis_quality/images/293_20210906081748.jpg,,293_20210906081748,293_20210906081748R,,0.0,-3.1111374,-7.2714148,0,,0,#440154,#AAAAAA,0,68462,15,66816,20306
212_20230917000601,"0,1",/mnt/big/indeed/diopsis_quality/images/212_20230917000601.jpg,,212_20230917000601,212_20230917000601R,,0.0,-6.594864,1.6831036,0,,0,#440154,#AAAAAA,0,68453,11,19816,7586
267_20230804182728,"0,1",/mnt/big/indeed/diopsis_quality/images/267_20230804182728.jpg,,267_20230804182728,267_20230804182728R,,0.0,-0.54481316,-6.9232655,0,,0,#440154,#AAAAAA,0,68461,12,30019,16535
379_20220828011057,"0,1",/mnt/big/indeed/diopsis_quality/images/379_20220828011057.jpg,,379_20220828011057,379_20220828011057R,,0.0,1.2305145,3.2768269,0,,0,#440154,#AAAAAA,0,68456,16,60474,9840
255_20220918054451,"0,1",/mnt/big/indeed/diopsis_quality/images/255_20220918054451.jpg,,255_20220918054451,255_20220918054451R,,0.0,1.581583,5.0147724,0,,0,#440154,#AAAAAA,0,68457,12,67257,10811
269_20230913231437,"0,1",/mnt/big/indeed/diopsis_quality/images/269_20230913231437.jpg,,269_20230913231437,269_20230913231437R,,0.0,-4.415386,4.4577236,0,,0,#440154,#AAAAAA,0,68466,14,18008,42682
282_20230822194747,"0,1",/mnt/big/indeed/diopsis_quality/images/282_20230822194747.jpg,,282_20230822194747,282_20230822194747R,,0.0,10.64657,2.1121693,0,,0,#440154,#AAAAAA,0,68465,13,65749,30572
343_20240414111133,"0,1",/mnt/big/indeed/diopsis_quality/images/343_20240414111133.jpg,,343_20240414111133,343_20240414111133R,,0.0,-2.4908562,12.520271,0,,0,#440154,#AAAAAA,0,68468,25,16606,47791
384_20230330194820,"0,1",/mnt/big/indeed/diopsis_quality/images/384_20230330194820.jpg,,384_20230330194820,384_20230330194820R,,0.0,1.5997124,-10.190169,0,,0,#440154,#AAAAAA,0,68464,26,16236,25306
380_20230629091221,"0,1",/mnt/big/indeed/diopsis_quality/images/380_20230629091221.jpg,,380_20230629091221,380_20230629091221R,,0.0,-1.9095821,-8.89371,0,,0,#440154,#AAAAAA,0,68468,29,7940,47792
288_20220306043340,"0,1",/mnt/big/indeed/diopsis_quality/images/288_20220306043340.jpg,,288_20220306043340,288_20220306043340R,,0.0,-12.290712,-7.865307,0,,0,#440154,#AAAAAA,0,68468,22,20594,47793
388_20220612082808,"0,1",/mnt/big/indeed/diopsis_quality/images/388_20220612082808.jpg,,388_20220612082808,388_20220612082808R,,0.0185235,-19.292805,-7.5459347,1,,0,#450457,#AAAAAA,1,68444,15,7090,3910
238_20220513150648,"0,1",/mnt/big/indeed/diopsis_quality/images/238_20220513150648.jpg,,238_20220513150648,238_20220513150648R,,0.0,0.9020157,-11.850687,0,,0,#440154,#AAAAAA,0,68466,25,5804,42681
341_20220502093648,"0,1",/mnt/big/indeed/diopsis_quality/images/341_20220502093648.jpg,,341_20220502093648,341_20220502093648R,,0.0,-0.68159294,-13.754681,0,,0,#440154,#AAAAAA,0,68468,19,31341,47794
329_20240730033230,"0,1",/mnt/big/indeed/diopsis_quality/images/329_20240730033230.jpg,,329_20240730033230,329_20240730033230R,,0.0,0.7040024,4.100626,1,,0,#440154,#AAAAAA,0,68468,13,4322,47796
270_20230703003335,"0,1",/mnt/big/indeed/diopsis_quality/images/270_20230703003335.jpg,,270_20230703003335,270_20230703003335R,,0.0060197315,2.3718643,1.4993782,0,,0,#440154,#AAAAAA,0,68468,10,64917,47797
365_20221005133617,"0,1",/mnt/big/indeed/diopsis_quality/images/365_20221005133617.jpg,,365_20221005133617,365_20221005133617R,,0.0,-1.532362,-11.745335,0,,0,#440154,#AAAAAA,0,68465,18,279,30511
231_20240728181522,"0,1",/mnt/big/indeed/diopsis_quality/images/231_20240728181522.jpg,,231_20240728181522,231_20240728181522R,,0.0,-2.5718994,-5.6956377,1,,0,#440154,#AAAAAA,0,68468,17,55916,47798
316_20210911081855,"0,1",/mnt/big/indeed/diopsis_quality/images/316_20210911081855.jpg,,316_20210911081855,316_20210911081855R,,0.0,-0.5402107,-8.60391,1,,0,#440154,#AAAAAA,0,68466,16,26545,42680
268_20230609233535,"0,1",/mnt/big/indeed/diopsis_quality/images/268_20230609233535.jpg,,268_20230609233535,268_20230609233535R,,0.01004161,-0.58911896,7.4798203,0,,0,#450457,#AAAAAA,0,68464,32,16787,25303
316_20210817181301,"0,1",/mnt/big/indeed/diopsis_quality/images/316_20210817181301.jpg,,316_20210817181301,316_20210817181301R,,0.0,-4.0432634,-8.575956,0,,0,#440154,#AAAAAA,0,68464,24,46880,25304
382_20240718105722,"0,1",/mnt/big/indeed/diopsis_quality/images/382_20240718105722.jpg,,382_20240718105722,382_20240718105722R,,0.0,2.287262,-6.170192,0,,0,#440154,#AAAAAA,0,68464,16,32319,25305
265_20210823160250,"0,1",/mnt/big/indeed/diopsis_quality/images/265_20210823160250.jpg,,265_20210823160250,265_20210823160250R,,0.0,-1.148983,-7.621909,0,,0,#440154,#AAAAAA,0,68460,15,56726,14298
254_20240723231347,"0,1",/mnt/big/indeed/diopsis_quality/images/254_20240723231347.jpg,,254_20240723231347,254_20240723231347R,,0.0013949564,1.3584213,7.3790455,0,,0,#440154,#AAAAAA,0,68468,21,4842,47804
379_20220823031123,"0,1",/mnt/big/indeed/diopsis_quality/images/379_20220823031123.jpg,,379_20220823031123,379_20220823031123R,,0.0020950835,1.983963,6.2773247,0,,0,#440154,#AAAAAA,0,68447,20,53653,4664
333_20231008210443,"0,1",/mnt/big/indeed/diopsis_quality/images/333_20231008210443.jpg,,333_20231008210443,333_20231008210443R,,0.01846605,12.778114,2.0766907,0,,0,#450457,#AAAAAA,1,68264,10,26394,406
209_20210807192524,"0,1",/mnt/big/indeed/diopsis_quality/images/209_20210807192524.jpg,,209_20210807192524,209_20210807192524R,,0.0,-4.831587,-9.716949,0,,0,#440154,#AAAAAA,0,68454,18,55363,8073
263_20230701164727,"0,1",/mnt/big/indeed/diopsis_quality/images/263_20230701164727.jpg,,263_20230701164727,263_20230701164727R,,0.0,-1.6748848,-8.549416,0,,0,#440154,#AAAAAA,0,68432,12,44773,2091
317_20230810233605,"0,1",/mnt/big/indeed/diopsis_quality/images/317_20230810233605.jpg,,317_20230810233605,317_20230810233605R,,3.504804e-05,0.5795593,7.4624844,0,,0,#440154,#AAAAAA,0,68468,23,24581,47805
289_20220307140629,"0,1",/mnt/big/indeed/diopsis_quality/images/289_20220307140629.jpg,,289_20220307140629,289_20220307140629R,,0.0,7.3264427,2.4730587,0,,0,#440154,#AAAAAA,0,68468,13,54492,47795
279_20210913100431,"0,1",/mnt/big/indeed/diopsis_quality/images/279_20210913100431.jpg,,279_20210913100431,279_20210913100431R,,0.0,-0.15123749,-12.447427,0,,0,#440154,#AAAAAA,0,68462,20,62410,20332
321_20240429194433,"0,1",/mnt/big/indeed/diopsis_quality/images/321_20240429194433.jpg,,321_20240429194433,321_20240429194433R,,0.0,-3.1756973,13.358646,0,,0,#440154,#AAAAAA,0,68447,15,49002,4733
309_20210827203700,"0,1",/mnt/big/indeed/diopsis_quality/images/309_20210827203700.jpg,,309_20210827203700,309_20210827203700R,,0.0,0.5446892,2.290638,0,,0,#440154,#AAAAAA,0,68468,9,27716,47723
358_20230706131629,"0,1",/mnt/big/indeed/diopsis_quality/images/358_20230706131629.jpg,,358_20230706131629,358_20230706131629R,,0.0,-2.4949684,-7.5809917,0,,0,#440154,#AAAAAA,0,68468,12,64025,47724
286_20210813193247,"0,1",/mnt/big/indeed/diopsis_quality/images/286_20210813193247.jpg,,286_20210813193247,286_20210813193247R,,0.0,-0.77651215,-12.516802,0,,0,#440154,#AAAAAA,0,68468,22,3504,47725
306_20220314155633,"0,1",/mnt/big/indeed/diopsis_quality/images/306_20220314155633.jpg,,306_20220314155633,306_20220314155633R,,0.022555312,11.759472,5.716343,0,,0,#46085c,#AAAAAA,0,68466,12,2650,42790
267_20210912095057,"0,1",/mnt/big/indeed/diopsis_quality/images/267_20210912095057.jpg,,267_20210912095057,267_20210912095057R,,0.0,-2.374998,-9.068893,0,,0,#440154,#AAAAAA,0,68463,20,34585,21561
305_20230526230132,"0,1",/mnt/big/indeed/diopsis_quality/images/305_20230526230132.jpg,,305_20230526230132,305_20230526230132R,,0.030421637,-2.5362282,4.733942,0,,0,#460b5e,#AAAAAA,0,68465,15,34189,30570
208_20240820020917,"0,1",/mnt/big/indeed/diopsis_quality/images/208_20240820020917.jpg,,208_20240820020917,208_20240820020917R,,0.046470042,2.9276924,11.7513275,0,,0,#471063,#AAAAAA,0,68468,28,11583,47720
308_20240829010523,"0,1",/mnt/big/indeed/diopsis_quality/images/308_20240829010523.jpg,,308_20240829010523,308_20240829010523R,,0.019722357,10.49123,7.953987,0,,0,#450457,#AAAAAA,0,68466,20,65217,42789
364_20230718003705,"0,1",/mnt/big/indeed/diopsis_quality/images/364_20230718003705.jpg,,364_20230718003705,364_20230718003705R,,0.023672434,-2.3714867,5.296507,0,,0,#46085c,#AAAAAA,0,68455,20,55397,8714
383_20240727184544,"0,1",/mnt/big/indeed/diopsis_quality/images/383_20240727184544.jpg,,383_20240727184544,383_20240727184544R,,0.0,0.90512276,-11.838695,1,,0,#440154,#AAAAAA,0,68462,25,5804,20333
212_20230709035135,"0,1",/mnt/big/indeed/diopsis_quality/images/212_20230709035135.jpg,,212_20230709035135,212_20230709035135R,,0.0,-6.5273285,1.7662315,0,,0,#440154,#AAAAAA,0,68460,12,22378,14299
201_20210716001343,"0,1",/mnt/big/indeed/diopsis_quality/images/201_20210716001343.jpg,,201_20210716001343,201_20210716001343R,,0.038109623,0.10759163,13.986137,0,,0,#460b5e,#AAAAAA,0,68468,19,18121,47721
290_20230903030837,"0,1",/mnt/big/indeed/diopsis_quality/images/290_20230903030837.jpg,,290_20230903030837,290_20230903030837R,,0.0,-1.4425602,4.5103855,0,,0,#440154,#AAAAAA,0,68468,12,29326,47722
242_20230617231857,"0,1",/mnt/big/indeed/diopsis_quality/images/242_20230617231857.jpg,,242_20230617231857,242_20230617231857R,,0.01378152,-2.1588326,5.0016956,1,,0,#450457,#AAAAAA,0,68463,18,53151,21560
350_20221012170336,"0,1",/mnt/big/indeed/diopsis_quality/images/350_20221012170336.jpg,,350_20221012170336,350_20221012170336R,,0.0,-2.7687683,-11.141368,0,,0,#440154,#AAAAAA,0,68468,19,34592,47728
276_20240125090618,"0,1",/mnt/big/indeed/diopsis_quality/images/276_20240125090618.jpg,,276_20240125090618,276_20240125090618R,,9.981024e-05,7.8041573,10.9563675,1,,0,#440154,#AAAAAA,0,68462,14,41135,20331
229_20210821021314,"0,1",/mnt/big/indeed/diopsis_quality/images/229_20210821021314.jpg,,229_20210821021314,229_20210821021314R,,0.0,0.45550537,3.5936317,0,,0,#440154,#AAAAAA,0,68464,16,18223,25265
237_20240528105025,"0,1",/mnt/big/indeed/diopsis_quality/images/237_20240528105025.jpg,,237_20240528105025,237_20240528105025R,,0.0,-3.219345,-6.1562557,0,,0,#440154,#AAAAAA,0,68459,17,7038,13496
254_20210901141245,"0,1",/mnt/big/indeed/diopsis_quality/images/254_20210901141245.jpg,,254_20210901141245,254_20210901141245R,,0.0,-3.2251797,-8.095806,0,,0,#440154,#AAAAAA,0,68459,14,39441,13497
342_20230918134742,"0,1",/mnt/big/indeed/diopsis_quality/images/342_20230918134742.jpg,,342_20230918134742,342_20230918134742R,,0.0,-2.1193352,-8.365477,0,,0,#440154,#AAAAAA,0,68465,15,38359,30480
208_20240401105658,"0,1",/mnt/big/indeed/diopsis_quality/images/208_20240401105658.jpg,,208_20240401105658,208_20240401105658R,,0.03128609,3.301464,10.81234,0,,0,#460b5e,#AAAAAA,0,68468,23,68021,47729
352_20230823094534,"0,1",/mnt/big/indeed/diopsis_quality/images/352_20230823094534.jpg,,352_20230823094534,352_20230823094534R,,0.0,-2.0803928,-5.1349907,0,,0,#440154,#AAAAAA,0,68450,13,1367,5758
331_20210905013148,"0,1",/mnt/big/indeed/diopsis_quality/images/331_20210905013148.jpg,,331_20210905013148,331_20210905013148R,,0.0039705704,-1.6255684,4.4016685,1,,0,#440154,#AAAAAA,0,68466,15,1668,42784
208_20240624142057,"0,1",/mnt/big/indeed/diopsis_quality/images/208_20240624142057.jpg,,208_20240624142057,208_20240624142057R,,0.06270539,2.2192402,11.509001,0,,0,#481769,#AAAAAA,0,68466,16,10190,42786
201_20210203153545,"0,1",/mnt/big/indeed/diopsis_quality/images/201_20210203153545.jpg,,201_20210203153545,201_20210203153545R,,0.0,-5.3291073,-9.832993,0,,0,#440154,#AAAAAA,0,68466,16,47651,42787
287_20210718092549,"0,1",/mnt/big/indeed/diopsis_quality/images/287_20210718092549.jpg,,287_20210718092549,287_20210718092549R,,0.008571766,12.481304,6.7789574,0,,0,#440154,#AAAAAA,0,68468,19,35411,47733
220_20220109192826,"0,1",/mnt/big/indeed/diopsis_quality/images/220_20220109192826.jpg,,220_20220109192826,220_20220109192826R,,0.0,-8.290421,0.4655056,0,,0,#440154,#AAAAAA,0,68468,11,12868,47726
257_20220728215519,"0,1",/mnt/big/indeed/diopsis_quality/images/257_20220728215519.jpg,,257_20220728215519,257_20220728215519R,,0.0,1.8249626,5.4819565,0,,0,#440154,#AAAAAA,0,68468,15,38726,47727
289_20220308094722,"0,1",/mnt/big/indeed/diopsis_quality/images/289_20220308094722.jpg,,289_20220308094722,289_20220308094722R,,0.0,19.184547,1.1743717,0,,0,#440154,#AAAAAA,0,68465,19,50762,30479
260_20240611183140,"0,1",/mnt/big/indeed/diopsis_quality/images/260_20240611183140.jpg,,260_20240611183140,260_20240611183140R,,0.0,-0.5090332,-6.34606,0,,0,#440154,#AAAAAA,0,68466,10,20701,42788
339_20240728183808,"0,1",/mnt/big/indeed/diopsis_quality/images/339_20240728183808.jpg,,339_20240728183808,339_20240728183808R,,0.042907584,2.8513126,12.507843,0,,0,#471063,#AAAAAA,0,68451,24,24884,6406
279_20230614074319,"0,1",/mnt/big/indeed/diopsis_quality/images/279_20230614074319.jpg,,279_20230614074319,279_20230614074319R,,0.0,0.5853863,-7.8053904,0,,0,#440154,#AAAAAA,0,68468,15,46791,47707
383_20240828205209,"0,1",/mnt/big/indeed/diopsis_quality/images/383_20240828205209.jpg,,383_20240828205209,383_20240828205209R,,0.0,4.78183,16.009117,0,,0,#440154,#AAAAAA,0,68457,17,46595,10720
244_20210918184352,"0,1",/mnt/big/indeed/diopsis_quality/images/244_20210918184352.jpg,,244_20210918184352,244_20210918184352R,,0.0,-0.15015602,-7.4710903,0,,0,#440154,#AAAAAA,0,68455,13,39059,8751
363_20240523120756,"0,1",/mnt/big/indeed/diopsis_quality/images/363_20240523120756.jpg,,363_20240523120756,363_20240523120756R,,0.0,-2.9554367,-19.394178,0,,0,#440154,#AAAAAA,0,68466,11,13923,42831
251_20210819145215,"0,1",/mnt/big/indeed/diopsis_quality/images/251_20210819145215.jpg,,251_20210819145215,251_20210819145215R,,0.0,-0.14030647,-13.383446,0,,0,#440154,#AAAAAA,1,66572,13,11324,85
322_20220825051444,"0,1",/mnt/big/indeed/diopsis_quality/images/322_20220825051444.jpg,,322_20220825051444,322_20220825051444R,,0.0,-3.3699455,4.6323433,0,,0,#440154,#AAAAAA,0,68464,22,55907,25277
329_20220624200642,"0,1",/mnt/big/indeed/diopsis_quality/images/329_20220624200642.jpg,,329_20220624200642,329_20220624200642R,,0.0,-3.4140987,-5.824053,0,,0,#440154,#AAAAAA,0,68445,15,51388,4179
385_20230821122732,"0,1",/mnt/big/indeed/diopsis_quality/images/385_20230821122732.jpg,,385_20230821122732,385_20230821122732R,,0.0,2.3114166,-9.535719,0,,0,#440154,#AAAAAA,0,68468,20,1803,47714
270_20210827223305,"0,1",/mnt/big/indeed/diopsis_quality/images/270_20210827223305.jpg,,270_20210827223305,270_20210827223305R,,0.0,-3.9512272,3.6388817,0,,0,#440154,#AAAAAA,0,68465,17,41360,30509
231_20230610232351,"0,1",/mnt/big/indeed/diopsis_quality/images/231_20230610232351.jpg,,231_20230610232351,231_20230610232351R,,0.0,-0.26428413,4.998522,0,,0,#440154,#AAAAAA,0,68466,21,49288,42817
315_20230818140322,"0,1",/mnt/big/indeed/diopsis_quality/images/315_20230818140322.jpg,,315_20230818140322,315_20230818140322R,,0.0,-2.7220936,-5.371624,0,,0,#440154,#AAAAAA,0,68465,10,46205,30494
278_20211007160608,"0,1",/mnt/big/indeed/diopsis_quality/images/278_20211007160608.jpg,,278_20211007160608,278_20211007160608R,,0.005896678,-10.370633,3.1528835,0,,0,#440154,#AAAAAA,0,68462,23,13352,20279
321_20240515135234,"0,1",/mnt/big/indeed/diopsis_quality/images/321_20240515135234.jpg,,321_20240515135234,321_20240515135234R,,0.02656178,3.3763008,11.199358,0,,0,#46085c,#AAAAAA,0,68466,14,55158,42818
237_20240602131957,"0,1",/mnt/big/indeed/diopsis_quality/images/237_20240602131957.jpg,,237_20240602131957,237_20240602131957R,,0.0,-2.891613,-7.1251535,1,,0,#440154,#AAAAAA,0,68465,13,41003,30506
